game_pk,date,away_team,away_score,home_score,home_team
716928,2023-08-20,Boston Red Sox,6,5,New York Yankees
716922,2023-08-20,Detroit Tigers,4,1,Cleveland Guardians
716924,2023-08-20,Toronto Blue Jays,10,3,Cincinnati Reds
716923,2023-08-20,Pittsburgh Pirates,0,2,Minnesota Twins
716921,2023-08-20,New York Mets,3,7,St. Louis Cardinals
716917,2023-08-20,Kansas City Royals,3,4,Chicago Cubs
716918,2023-08-20,Milwaukee Brewers,6,2,Texas Rangers
716916,2023-08-20,Chicago White Sox,10,5,Colorado Rockies
716914,2023-08-20,Baltimore Orioles,12,1,Oakland Athletics
716929,2023-08-20,Philadelphia Phillies,3,4,Washington Nationals
716913,2023-08-21,Chicago Cubs,7,6,Detroit Tigers
716911,2023-08-21,San Francisco Giants,4,10,Philadelphia Phillies
716912,2023-08-21,St. Louis Cardinals,1,11,Pittsburgh Pirates
716910,2023-08-21,New York Mets,10,4,Atlanta Braves
716908,2023-08-21,Boston Red Sox,4,9,Houston Astros
716905,2023-08-21,Seattle Mariners,14,2,Chicago White Sox
716904,2023-08-21,Kansas City Royals,4,6,Oakland Athletics
716906,2023-08-21,Texas Rangers,3,4,Arizona Diamondbacks
716907,2023-08-21,Miami Marlins,2,6,San Diego Padres
716896,2023-08-22,Chicago Cubs,6,8,Detroit Tigers
716898,2023-08-22,Colorado Rockies,4,12,Tampa Bay Rays
716899,2023-08-22,San Francisco Giants,3,4,Philadelphia Phillies
716901,2023-08-22,St. Louis Cardinals,3,6,Pittsburgh Pirates
716902,2023-08-22,Toronto Blue Jays,6,3,Baltimore Orioles
716900,2023-08-22,Washington Nationals,2,1,New York Yankees
716897,2023-08-22,Los Angeles Dodgers,3,8,Cleveland Guardians
716891,2023-08-22,New York Mets,2,3,Atlanta Braves
716895,2023-08-22,Boston Red Sox,3,7,Houston Astros
716893,2023-08-22,Seattle Mariners,6,3,Chicago White Sox
716894,2023-08-22,Minnesota Twins,3,7,Milwaukee Brewers
716892,2023-08-22,Cincinnati Reds,4,3,Los Angeles Angels
716888,2023-08-22,Kansas City Royals,4,5,Oakland Athletics
716889,2023-08-22,Texas Rangers,3,6,Arizona Diamondbacks
716887,2023-08-22,Miami Marlins,3,0,San Diego Padres
716886,2023-08-23,St. Louis Cardinals,6,4,Pittsburgh Pirates
716885,2023-08-23,Chicago Cubs,6,4,Detroit Tigers
716881,2023-08-23,Seattle Mariners,4,5,Chicago White Sox
716882,2023-08-23,Minnesota Twins,7,8,Milwaukee Brewers
716884,2023-08-23,Kansas City Royals,4,0,Oakland Athletics
716879,2023-08-23,San Francisco Giants,8,6,Philadelphia Phillies
716890,2023-08-23,Cincinnati Reds,9,4,Los Angeles Angels
716903,2023-08-23,Cincinnati Reds,7,3,Los Angeles Angels
716883,2023-08-23,Miami Marlins,0,4,San Diego Padres
716880,2023-08-23,Colorado Rockies,5,6,Tampa Bay Rays
716874,2023-08-23,Toronto Blue Jays,0,7,Baltimore Orioles
716877,2023-08-23,Washington Nationals,1,9,New York Yankees
716876,2023-08-23,New York Mets,0,7,Atlanta Braves
716878,2023-08-23,Boston Red Sox,7,5,Houston Astros
716875,2023-08-23,Los Angeles Dodgers,6,1,Cleveland Guardians
716872,2023-08-24,Washington Nationals,6,5,New York Yankees
716869,2023-08-24,Colorado Rockies,3,5,Tampa Bay Rays
716873,2023-08-24,Boston Red Sox,17,1,Houston Astros
716871,2023-08-24,Los Angeles Dodgers,9,3,Cleveland Guardians
716870,2023-08-24,Chicago Cubs,5,4,Pittsburgh Pirates
716865,2023-08-24,Toronto Blue Jays,3,5,Baltimore Orioles
716867,2023-08-24,Texas Rangers,5,7,Minnesota Twins
716864,2023-08-24,Oakland Athletics,8,5,Chicago White Sox
716868,2023-08-24,Cincinnati Reds,2,3,Arizona Diamondbacks
716858,2023-08-25,Houston Astros,1,4,Detroit Tigers
716863,2023-08-25,Washington Nationals,7,4,Miami Marlins
716854,2023-08-25,New York Yankees,6,2,Tampa Bay Rays
716859,2023-08-25,Colorado Rockies,4,5,Baltimore Orioles
716862,2023-08-25,Chicago Cubs,1,2,Pittsburgh Pirates
716861,2023-08-25,St. Louis Cardinals,2,7,Philadelphia Phillies
716860,2023-08-25,Cleveland Guardians,5,2,Toronto Blue Jays
716866,2023-08-25,Los Angeles Dodgers,7,4,Boston Red Sox
716855,2023-08-25,Los Angeles Angels,3,1,New York Mets
716856,2023-08-25,Oakland Athletics,12,4,Chicago White Sox
716850,2023-08-25,Texas Rangers,2,12,Minnesota Twins
716857,2023-08-25,San Diego Padres,3,7,Milwaukee Brewers
716851,2023-08-25,Cincinnati Reds,8,10,Arizona Diamondbacks
716853,2023-08-25,Kansas City Royals,5,7,Seattle Mariners
716852,2023-08-25,Atlanta Braves,5,1,San Francisco Giants
716846,2023-08-26,Cleveland Guardians,3,8,Toronto Blue Jays
716848,2023-08-26,Atlanta Braves,7,3,San Francisco Giants
716849,2023-08-26,Los Angeles Dodgers,5,8,Boston Red Sox
716832,2023-08-26,Kansas City Royals,2,15,Seattle Mariners
716844,2023-08-26,Washington Nationals,3,2,Miami Marlins
716845,2023-08-26,New York Yankees,0,3,Tampa Bay Rays
716843,2023-08-26,Houston Astros,9,2,Detroit Tigers
716837,2023-08-26,Colorado Rockies,4,5,Baltimore Orioles
716840,2023-08-26,Los Angeles Angels,5,3,New York Mets
716841,2023-08-26,Oakland Athletics,2,6,Chicago White Sox
716838,2023-08-26,San Diego Padres,4,5,Milwaukee Brewers
716842,2023-08-26,Chicago Cubs,10,6,Pittsburgh Pirates
716839,2023-08-26,Texas Rangers,6,2,Minnesota Twins
716847,2023-08-26,St. Louis Cardinals,1,12,Philadelphia Phillies
716833,2023-08-26,Cincinnati Reds,8,7,Arizona Diamondbacks
716829,2023-08-27,Los Angeles Angels,2,3,New York Mets
716836,2023-08-27,Colorado Rockies,4,3,Baltimore Orioles
716831,2023-08-27,Los Angeles Dodgers,7,4,Boston Red Sox
716834,2023-08-27,Chicago Cubs,10,1,Pittsburgh Pirates
716835,2023-08-27,St. Louis Cardinals,0,3,Philadelphia Phillies
716825,2023-08-27,Cleveland Guardians,10,7,Toronto Blue Jays
716830,2023-08-27,Houston Astros,17,4,Detroit Tigers
716827,2023-08-27,Washington Nationals,1,2,Miami Marlins
716828,2023-08-27,New York Yankees,4,7,Tampa Bay Rays
716824,2023-08-27,Texas Rangers,6,7,Minnesota Twins
716826,2023-08-27,Oakland Athletics,1,6,Chicago White Sox
716822,2023-08-27,San Diego Padres,6,10,Milwaukee Brewers
716821,2023-08-27,Cincinnati Reds,2,5,Arizona Diamondbacks
716820,2023-08-27,Kansas City Royals,2,3,Seattle Mariners
716819,2023-08-27,Atlanta Braves,5,8,San Francisco Giants
716817,2023-08-28,Los Angeles Angels,4,6,Philadelphia Phillies
716808,2023-08-28,New York Yankees,4,1,Detroit Tigers
716815,2023-08-28,Chicago White Sox,0,9,Baltimore Orioles
716816,2023-08-28,Washington Nationals,3,6,Toronto Blue Jays
716814,2023-08-28,Houston Astros,13,5,Boston Red Sox
716818,2023-08-28,Texas Rangers,4,3,New York Mets
716813,2023-08-28,Cleveland Guardians,6,10,Minnesota Twins
716809,2023-08-28,San Diego Padres,4,1,St. Louis Cardinals
716810,2023-08-28,Milwaukee Brewers,6,2,Chicago Cubs
716811,2023-08-28,Pittsburgh Pirates,5,0,Kansas City Royals
716812,2023-08-28,Atlanta Braves,14,4,Colorado Rockies
716804,2023-08-28,Oakland Athletics,0,7,Seattle Mariners
716823,2023-08-28,Cincinnati Reds,1,4,San Francisco Giants
716805,2023-08-28,Arizona Diamondbacks,4,7,Los Angeles Dodgers
716806,2023-08-29,Los Angeles Angels,7,12,Philadelphia Phillies
716807,2023-08-29,Tampa Bay Rays,11,2,Miami Marlins
716795,2023-08-29,New York Yankees,4,2,Detroit Tigers
716800,2023-08-29,Chicago White Sox,3,9,Baltimore Orioles
716801,2023-08-29,Washington Nationals,5,4,Toronto Blue Jays
716802,2023-08-29,Houston Astros,6,2,Boston Red Sox
716799,2023-08-29,Texas Rangers,2,1,New York Mets
716796,2023-08-29,Cleveland Guardians,4,2,Minnesota Twins
716797,2023-08-29,San Diego Padres,5,6,St. Louis Cardinals
716798,2023-08-29,Milwaukee Brewers,0,1,Chicago Cubs
716793,2023-08-29,Pittsburgh Pirates,6,3,Kansas City Royals
716791,2023-08-29,Atlanta Braves,3,1,Colorado Rockies
716790,2023-08-29,Oakland Athletics,3,1,Seattle Mariners
716803,2023-08-29,Cincinnati Reds,1,6,San Francisco Giants
716792,2023-08-29,Arizona Diamondbacks,1,9,Los Angeles Dodgers
716787,2023-08-30,Los Angeles Angels,10,8,Philadelphia Phillies
716786,2023-08-30,Chicago White Sox,10,5,Baltimore Orioles
716784,2023-08-30,Cleveland Guardians,5,2,Minnesota Twins
716782,2023-08-30,San Diego Padres,4,5,St. Louis Cardinals
716779,2023-08-30,Milwaukee Brewers,2,3,Chicago Cubs
716785,2023-08-30,Washington Nationals,0,7,Toronto Blue Jays
716789,2023-08-30,Cincinnati Reds,4,1,San Francisco Giants
716794,2023-08-30,Houston Astros,7,4,Boston Red Sox
716788,2023-08-30,Oakland Athletics,4,5,Seattle Mariners
716783,2023-08-30,Texas Rangers,5,6,New York Mets
716778,2023-08-30,Tampa Bay Rays,3,0,Miami Marlins
716781,2023-08-30,New York Yankees,6,2,Detroit Tigers
716780,2023-08-30,Pittsburgh Pirates,4,1,Kansas City Royals
716773,2023-08-30,Atlanta Braves,7,3,Colorado Rockies
716774,2023-08-30,Arizona Diamondbacks,0,7,Los Angeles Dodgers
716775,2023-08-31,New York Yankees,3,4,Detroit Tigers
716776,2023-08-31,Miami Marlins,6,1,Washington Nationals
716777,2023-08-31,San Francisco Giants,7,2,San Diego Padres
716768,2023-08-31,Atlanta Braves,8,7,Los Angeles Dodgers
718700,2023-09-01,Chicago Cubs,6,2,Cincinnati Reds
716770,2023-09-01,Chicago Cubs,2,3,Cincinnati Reds
716771,2023-09-01,Miami Marlins,8,5,Washington Nationals
716769,2023-09-01,Seattle Mariners,1,2,New York Mets
716767,2023-09-01,Tampa Bay Rays,2,3,Cleveland Guardians
716772,2023-09-01,Minnesota Twins,5,1,Texas Rangers
716764,2023-09-01,Boston Red Sox,2,13,Kansas City Royals
716762,2023-09-01,Detroit Tigers,4,2,Chicago White Sox
716763,2023-09-01,New York Yankees,6,2,Houston Astros
716765,2023-09-01,Philadelphia Phillies,5,7,Milwaukee Brewers
716766,2023-09-01,Pittsburgh Pirates,4,2,St. Louis Cardinals
716759,2023-09-01,Toronto Blue Jays,13,9,Colorado Rockies
716756,2023-09-01,Baltimore Orioles,2,4,Arizona Diamondbacks
716758,2023-09-01,Los Angeles Angels,2,9,Oakland Athletics
716761,2023-09-01,San Francisco Giants,3,7,San Diego Padres
716757,2023-09-01,Atlanta Braves,6,3,Los Angeles Dodgers
716760,2023-09-02,Miami Marlins,11,5,Washington Nationals
716755,2023-09-02,Los Angeles Angels,1,2,Oakland Athletics
716754,2023-09-02,Tampa Bay Rays,6,7,Cleveland Guardians
716753,2023-09-02,Chicago Cubs,1,2,Cincinnati Reds
716750,2023-09-02,Boston Red Sox,9,5,Kansas City Royals
716751,2023-09-02,Seattle Mariners,8,7,New York Mets
716749,2023-09-02,Detroit Tigers,10,0,Chicago White Sox
716746,2023-09-02,New York Yankees,5,4,Houston Astros
716744,2023-09-02,Pittsburgh Pirates,7,6,St. Louis Cardinals
716752,2023-09-02,Minnesota Twins,9,7,Texas Rangers
716745,2023-09-02,Philadelphia Phillies,5,7,Milwaukee Brewers
716747,2023-09-02,Baltimore Orioles,7,3,Arizona Diamondbacks
716748,2023-09-02,Toronto Blue Jays,7,8,Colorado Rockies
716743,2023-09-02,San Francisco Giants,1,6,San Diego Padres
716741,2023-09-02,Atlanta Braves,4,2,Los Angeles Dodgers
716738,2023-09-03,Chicago Cubs,15,7,Cincinnati Reds
716736,2023-09-03,Philadelphia Phillies,4,2,Milwaukee Brewers
716740,2023-09-03,Miami Marlins,6,4,Washington Nationals
716742,2023-09-03,Seattle Mariners,3,6,New York Mets
716739,2023-09-03,Boston Red Sox,7,3,Kansas City Royals
716734,2023-09-03,Detroit Tigers,3,2,Chicago White Sox
716733,2023-09-03,Pittsburgh Pirates,4,6,St. Louis Cardinals
716737,2023-09-03,Minnesota Twins,5,6,Texas Rangers
716730,2023-09-03,Toronto Blue Jays,7,5,Colorado Rockies
716731,2023-09-03,Los Angeles Angels,6,10,Oakland Athletics
716732,2023-09-03,Baltimore Orioles,8,5,Arizona Diamondbacks
716728,2023-09-03,San Francisco Giants,0,4,San Diego Padres
716729,2023-09-03,Tampa Bay Rays,6,2,Cleveland Guardians
716725,2023-09-03,Atlanta Braves,1,3,Los Angeles Dodgers
716735,2023-09-03,New York Yankees,6,1,Houston Astros
716681,2023-09-04,Chicago White Sox,1,12,Kansas City Royals
716723,2023-09-04,San Francisco Giants,0,5,Chicago Cubs
716724,2023-09-04,Houston Astros,13,6,Texas Rangers
716726,2023-09-04,Toronto Blue Jays,6,5,Oakland Athletics
716721,2023-09-04,Colorado Rockies,2,4,Arizona Diamondbacks
716727,2023-09-04,Seattle Mariners,3,6,Cincinnati Reds
716722,2023-09-04,Boston Red Sox,7,3,Tampa Bay Rays
716719,2023-09-04,Minnesota Twins,20,6,Cleveland Guardians
716718,2023-09-04,Milwaukee Brewers,2,4,Pittsburgh Pirates
716720,2023-09-04,Philadelphia Phillies,9,7,San Diego Padres
716713,2023-09-04,Baltimore Orioles,6,3,Los Angeles Angels
716717,2023-09-05,Minnesota Twins,8,3,Cleveland Guardians
716714,2023-09-05,Milwaukee Brewers,7,3,Pittsburgh Pirates
716712,2023-09-05,Seattle Mariners,6,7,Cincinnati Reds
716716,2023-09-05,Boston Red Sox,6,8,Tampa Bay Rays
716710,2023-09-05,Los Angeles Dodgers,3,6,Miami Marlins
716715,2023-09-05,New York Mets,11,5,Washington Nationals
716711,2023-09-05,Detroit Tigers,1,5,New York Yankees
716709,2023-09-05,St. Louis Cardinals,10,6,Atlanta Braves
716708,2023-09-05,San Francisco Giants,8,11,Chicago Cubs
716704,2023-09-05,Chicago White Sox,6,7,Kansas City Royals
716705,2023-09-05,Houston Astros,14,1,Texas Rangers
716706,2023-09-05,Baltimore Orioles,5,4,Los Angeles Angels
716702,2023-09-05,Colorado Rockies,3,2,Arizona Diamondbacks
716707,2023-09-05,Toronto Blue Jays,7,1,Oakland Athletics
716703,2023-09-05,Philadelphia Phillies,0,8,San Diego Padres
716697,2023-09-06,Milwaukee Brewers,4,5,Pittsburgh Pirates
716700,2023-09-06,Minnesota Twins,1,2,Cleveland Guardians
716699,2023-09-06,San Francisco Giants,2,8,Chicago Cubs
716698,2023-09-06,Toronto Blue Jays,2,5,Oakland Athletics
716692,2023-09-06,Colorado Rockies,5,12,Arizona Diamondbacks
716691,2023-09-06,Philadelphia Phillies,5,1,San Diego Padres
716693,2023-09-06,Seattle Mariners,8,4,Cincinnati Reds
716696,2023-09-06,Boston Red Sox,1,3,Tampa Bay Rays
716695,2023-09-06,Los Angeles Dodgers,4,11,Miami Marlins
716701,2023-09-06,New York Mets,2,3,Washington Nationals
716694,2023-09-06,Detroit Tigers,3,4,New York Yankees
716689,2023-09-06,St. Louis Cardinals,11,6,Atlanta Braves
716688,2023-09-06,Chicago White Sox,6,4,Kansas City Royals
716687,2023-09-06,Houston Astros,12,3,Texas Rangers
716690,2023-09-06,Baltimore Orioles,10,3,Los Angeles Angels
716683,2023-09-07,Seattle Mariners,1,0,Tampa Bay Rays
716682,2023-09-07,Los Angeles Dodgers,10,0,Miami Marlins
716686,2023-09-07,Detroit Tigers,10,3,New York Yankees
716680,2023-09-07,St. Louis Cardinals,5,8,Atlanta Braves
716685,2023-09-07,Arizona Diamondbacks,6,2,Chicago Cubs
716684,2023-09-07,Cleveland Guardians,2,3,Los Angeles Angels
716678,2023-09-08,Arizona Diamondbacks,1,0,Chicago Cubs
716677,2023-09-08,St. Louis Cardinals,9,4,Cincinnati Reds
716671,2023-09-08,Seattle Mariners,4,7,Tampa Bay Rays
716675,2023-09-08,Chicago White Sox,6,0,Detroit Tigers
716676,2023-09-08,Los Angeles Dodgers,8,5,Washington Nationals
716679,2023-09-08,Miami Marlins,3,2,Philadelphia Phillies
716670,2023-09-08,Milwaukee Brewers,8,2,New York Yankees
716673,2023-09-08,Kansas City Royals,4,5,Toronto Blue Jays
716672,2023-09-08,Baltimore Orioles,11,2,Boston Red Sox
716674,2023-09-08,Pittsburgh Pirates,2,8,Atlanta Braves
716665,2023-09-08,Oakland Athletics,6,3,Texas Rangers
716669,2023-09-08,San Diego Padres,11,2,Houston Astros
716666,2023-09-08,New York Mets,2,5,Minnesota Twins
716667,2023-09-08,Cleveland Guardians,6,3,Los Angeles Angels
716668,2023-09-08,Colorado Rockies,8,9,San Francisco Giants
716659,2023-09-09,Milwaukee Brewers,9,2,New York Yankees
716654,2023-09-09,New York Mets,4,8,Minnesota Twins
716660,2023-09-09,Arizona Diamondbacks,3,2,Chicago Cubs
716661,2023-09-09,Kansas City Royals,1,5,Toronto Blue Jays
716662,2023-09-09,Los Angeles Dodgers,6,7,Washington Nationals
716656,2023-09-09,Seattle Mariners,5,7,Tampa Bay Rays
716664,2023-09-09,Baltimore Orioles,13,12,Boston Red Sox
716653,2023-09-09,Miami Marlins,4,8,Philadelphia Phillies
716658,2023-09-09,Chicago White Sox,1,3,Detroit Tigers
716655,2023-09-09,St. Louis Cardinals,4,3,Cincinnati Reds
716657,2023-09-09,Oakland Athletics,2,3,Texas Rangers
716649,2023-09-09,San Diego Padres,5,7,Houston Astros
716651,2023-09-09,Pittsburgh Pirates,8,4,Atlanta Braves
716663,2023-09-09,Colorado Rockies,1,9,San Francisco Giants
716650,2023-09-09,Cleveland Guardians,2,6,Los Angeles Angels
716643,2023-09-10,Miami Marlins,5,4,Philadelphia Phillies
716645,2023-09-10,Seattle Mariners,3,6,Tampa Bay Rays
716648,2023-09-10,Chicago White Sox,2,3,Detroit Tigers
716652,2023-09-10,Baltimore Orioles,3,7,Boston Red Sox
716647,2023-09-10,Los Angeles Dodgers,7,3,Washington Nationals
716644,2023-09-10,Pittsburgh Pirates,2,5,Atlanta Braves
716646,2023-09-10,Milwaukee Brewers,3,4,New York Yankees
716641,2023-09-10,Kansas City Royals,2,5,Toronto Blue Jays
716642,2023-09-10,St. Louis Cardinals,1,7,Cincinnati Reds
716640,2023-09-10,San Diego Padres,2,12,Houston Astros
716639,2023-09-10,New York Mets,2,0,Minnesota Twins
716638,2023-09-10,Arizona Diamondbacks,2,5,Chicago Cubs
716637,2023-09-10,Oakland Athletics,4,9,Texas Rangers
716633,2023-09-10,Cleveland Guardians,1,2,Los Angeles Angels
716634,2023-09-10,Colorado Rockies,3,6,San Francisco Giants
717664,2023-09-11,Atlanta Braves,10,8,Philadelphia Phillies
716590,2023-09-11,Atlanta Braves,5,7,Philadelphia Phillies
716635,2023-09-11,Washington Nationals,6,2,Pittsburgh Pirates
716636,2023-09-11,St. Louis Cardinals,5,11,Baltimore Orioles
716630,2023-09-11,Texas Rangers,10,4,Toronto Blue Jays
716627,2023-09-11,Arizona Diamondbacks,4,3,New York Mets
716629,2023-09-11,Tampa Bay Rays,7,4,Minnesota Twins
716626,2023-09-11,Miami Marlins,0,12,Milwaukee Brewers
716624,2023-09-11,Oakland Athletics,4,0,Houston Astros
716625,2023-09-11,Chicago Cubs,5,4,Colorado Rockies
716623,2023-09-11,Los Angeles Angels,8,5,Seattle Mariners
716632,2023-09-11,Cleveland Guardians,4,5,San Francisco Giants
716622,2023-09-11,San Diego Padres,11,8,Los Angeles Dodgers
716628,2023-09-12,New York Yankees,3,2,Boston Red Sox
716612,2023-09-12,New York Yankees,4,1,Boston Red Sox
716611,2023-09-12,Kansas City Royals,2,6,Chicago White Sox
716631,2023-09-12,Kansas City Royals,11,10,Chicago White Sox
716620,2023-09-12,Washington Nationals,1,5,Pittsburgh Pirates
716621,2023-09-12,St. Louis Cardinals,5,2,Baltimore Orioles
716617,2023-09-12,Cincinnati Reds,6,5,Detroit Tigers
716618,2023-09-12,Atlanta Braves,7,6,Philadelphia Phillies
716616,2023-09-12,Texas Rangers,6,3,Toronto Blue Jays
716615,2023-09-12,Arizona Diamondbacks,4,7,New York Mets
716613,2023-09-12,Tampa Bay Rays,2,3,Minnesota Twins
716610,2023-09-12,Miami Marlins,1,3,Milwaukee Brewers
716614,2023-09-12,Oakland Athletics,6,2,Houston Astros
716609,2023-09-12,Chicago Cubs,4,6,Colorado Rockies
716606,2023-09-12,Los Angeles Angels,0,8,Seattle Mariners
716619,2023-09-12,Cleveland Guardians,3,1,San Francisco Giants
716608,2023-09-12,San Diego Padres,2,11,Los Angeles Dodgers
716607,2023-09-13,Tampa Bay Rays,5,4,Minnesota Twins
716599,2023-09-13,Chicago Cubs,3,7,Colorado Rockies
716605,2023-09-13,Cleveland Guardians,5,6,San Francisco Giants
716602,2023-09-13,Los Angeles Angels,2,3,Seattle Mariners
716600,2023-09-13,Washington Nationals,6,7,Pittsburgh Pirates
716604,2023-09-13,St. Louis Cardinals,1,0,Baltimore Orioles
716601,2023-09-13,Cincinnati Reds,4,3,Detroit Tigers
716603,2023-09-13,Atlanta Braves,4,1,Philadelphia Phillies
716594,2023-09-13,Texas Rangers,10,0,Toronto Blue Jays
716595,2023-09-13,Arizona Diamondbacks,1,7,New York Mets
716596,2023-09-13,Oakland Athletics,2,6,Houston Astros
716598,2023-09-13,Kansas City Royals,7,1,Chicago White Sox
716592,2023-09-13,Miami Marlins,2,0,Milwaukee Brewers
716589,2023-09-13,San Diego Padres,6,1,Los Angeles Dodgers
716591,2023-09-14,Washington Nationals,0,2,Pittsburgh Pirates
716584,2023-09-14,Cincinnati Reds,2,8,Detroit Tigers
716597,2023-09-14,New York Yankees,0,5,Boston Red Sox
716593,2023-09-14,New York Yankees,8,5,Boston Red Sox
716585,2023-09-14,Miami Marlins,2,4,Milwaukee Brewers
716588,2023-09-14,Arizona Diamondbacks,1,11,New York Mets
716587,2023-09-14,Texas Rangers,9,2,Toronto Blue Jays
716586,2023-09-14,Tampa Bay Rays,4,3,Baltimore Orioles
716580,2023-09-14,Minnesota Twins,10,2,Chicago White Sox
716579,2023-09-15,New York Yankees,7,5,Pittsburgh Pirates
716582,2023-09-15,Atlanta Braves,6,9,Miami Marlins
716583,2023-09-15,Tampa Bay Rays,7,1,Baltimore Orioles
716576,2023-09-15,Boston Red Sox,0,3,Toronto Blue Jays
716574,2023-09-15,Cincinnati Reds,5,3,New York Mets
716575,2023-09-15,Texas Rangers,3,12,Cleveland Guardians
716573,2023-09-15,Minnesota Twins,10,2,Chicago White Sox
716577,2023-09-15,Houston Astros,2,4,Kansas City Royals
716578,2023-09-15,Washington Nationals,3,5,Milwaukee Brewers
716572,2023-09-15,Philadelphia Phillies,5,4,St. Louis Cardinals
716571,2023-09-15,San Francisco Giants,2,3,Colorado Rockies
716570,2023-09-15,Detroit Tigers,11,2,Los Angeles Angels
716567,2023-09-15,Chicago Cubs,4,6,Arizona Diamondbacks
716569,2023-09-15,San Diego Padres,8,3,Oakland Athletics
716568,2023-09-15,Los Angeles Dodgers,6,3,Seattle Mariners
716581,2023-09-16,San Francisco Giants,5,9,Colorado Rockies
716550,2023-09-16,San Francisco Giants,2,5,Colorado Rockies
716566,2023-09-16,Boston Red Sox,3,4,Toronto Blue Jays
716564,2023-09-16,San Diego Padres,5,2,Oakland Athletics
716565,2023-09-16,Atlanta Braves,5,11,Miami Marlins
716562,2023-09-16,Texas Rangers,1,2,Cleveland Guardians
716563,2023-09-16,New York Yankees,6,3,Pittsburgh Pirates
716561,2023-09-16,Tampa Bay Rays,0,8,Baltimore Orioles
716560,2023-09-16,Houston Astros,8,10,Kansas City Royals
716555,2023-09-16,Cincinnati Reds,3,2,New York Mets
716556,2023-09-16,Minnesota Twins,6,7,Chicago White Sox
716559,2023-09-16,Washington Nationals,5,9,Milwaukee Brewers
716557,2023-09-16,Philadelphia Phillies,6,1,St. Louis Cardinals
716558,2023-09-16,Chicago Cubs,6,7,Arizona Diamondbacks
716554,2023-09-16,Detroit Tigers,5,4,Los Angeles Angels
716552,2023-09-16,Los Angeles Dodgers,6,2,Seattle Mariners
716553,2023-09-17,Tampa Bay Rays,4,5,Baltimore Orioles
716551,2023-09-17,New York Yankees,2,3,Pittsburgh Pirates
716548,2023-09-17,Boston Red Sox,2,3,Toronto Blue Jays
716545,2023-09-17,Cincinnati Reds,4,8,New York Mets
716549,2023-09-17,Texas Rangers,2,9,Cleveland Guardians
716546,2023-09-17,Atlanta Braves,2,16,Miami Marlins
716547,2023-09-17,Houston Astros,7,1,Kansas City Royals
716542,2023-09-17,Minnesota Twins,4,0,Chicago White Sox
716543,2023-09-17,Washington Nationals,2,1,Milwaukee Brewers
716541,2023-09-17,Philadelphia Phillies,5,6,St. Louis Cardinals
716540,2023-09-17,San Francisco Giants,11,10,Colorado Rockies
716544,2023-09-17,Detroit Tigers,5,3,Los Angeles Angels
716538,2023-09-17,San Diego Padres,10,1,Oakland Athletics
716537,2023-09-17,Los Angeles Dodgers,6,1,Seattle Mariners
716536,2023-09-17,Chicago Cubs,2,6,Arizona Diamondbacks
716529,2023-09-18,Cleveland Guardians,4,6,Kansas City Royals
716534,2023-09-18,Minnesota Twins,3,7,Cincinnati Reds
716535,2023-09-18,New York Mets,2,1,Miami Marlins
716539,2023-09-18,Chicago White Sox,6,1,Washington Nationals
716532,2023-09-18,Philadelphia Phillies,7,1,Atlanta Braves
716531,2023-09-18,Milwaukee Brewers,0,1,St. Louis Cardinals
716533,2023-09-18,Boston Red Sox,4,2,Texas Rangers
716530,2023-09-18,Baltimore Orioles,8,7,Houston Astros
716526,2023-09-18,Colorado Rockies,9,11,San Diego Padres
716527,2023-09-18,Seattle Mariners,5,0,Oakland Athletics
716528,2023-09-18,Detroit Tigers,3,8,Los Angeles Dodgers
716524,2023-09-19,Los Angeles Angels,2,6,Tampa Bay Rays
716522,2023-09-19,Minnesota Twins,7,0,Cincinnati Reds
716523,2023-09-19,New York Mets,3,4,Miami Marlins
716525,2023-09-19,Chicago White Sox,3,4,Washington Nationals
716520,2023-09-19,Toronto Blue Jays,7,1,New York Yankees
716521,2023-09-19,Philadelphia Phillies,3,9,Atlanta Braves
716517,2023-09-19,Cleveland Guardians,6,7,Kansas City Royals
716518,2023-09-19,Pittsburgh Pirates,1,14,Chicago Cubs
716515,2023-09-19,Milwaukee Brewers,7,3,St. Louis Cardinals
716519,2023-09-19,Boston Red Sox,4,6,Texas Rangers
716514,2023-09-19,Baltimore Orioles,9,5,Houston Astros
716516,2023-09-19,Colorado Rockies,0,2,San Diego Padres
716512,2023-09-19,Seattle Mariners,7,2,Oakland Athletics
716511,2023-09-19,San Francisco Giants,4,8,Arizona Diamondbacks
716510,2023-09-19,Detroit Tigers,2,3,Los Angeles Dodgers
716509,2023-09-20,Philadelphia Phillies,6,5,Atlanta Braves
716506,2023-09-20,Minnesota Twins,5,3,Cincinnati Reds
716513,2023-09-20,Chicago White Sox,3,13,Washington Nationals
716507,2023-09-20,Boston Red Sox,5,15,Texas Rangers
716508,2023-09-20,Baltimore Orioles,1,2,Houston Astros
716505,2023-09-20,Cleveland Guardians,2,6,Kansas City Royals
716504,2023-09-20,Seattle Mariners,6,3,Oakland Athletics
716499,2023-09-20,San Francisco Giants,1,7,Arizona Diamondbacks
716500,2023-09-20,Colorado Rockies,2,3,San Diego Padres
716501,2023-09-20,Los Angeles Angels,8,3,Tampa Bay Rays
716503,2023-09-20,New York Mets,8,3,Miami Marlins
716502,2023-09-20,Toronto Blue Jays,6,1,New York Yankees
